date-time,latitude,longitude,depth,RMS,Nphs,errH,errZ,Mamp,errOT,stderrX,stderrY,publicId
2016-10-21T17:00:04.569000Z,42.881,13.14923,3.231,0.03313,26,0.19,0.2228,0.0,0.01711,0.1286,0.1401,8606311
2016-10-21T17:15:37.000000Z,42.88267,13.14173,2.585,0.04385,10,0.323,0.7297,0.0,0.02992,0.18,0.2684,8606431
2016-10-21T18:18:23.670000Z,42.81167,13.21,9.954,0.0157,8,0.632,1.232,0.0,0.03328,0.2717,0.5709,8606731
2016-10-21T18:24:36.150000Z,42.80467,13.20417,4.94,0.03598,21,0.24,0.4673,0.0,0.0206,0.1577,0.1808,8606751
2016-10-21T18:38:03.565000Z,42.894,13.25217,3.897,0.05974,24,0.239,0.2624,0.0,0.01825,0.1503,0.186,8606801
2016-10-21T18:46:01.018000Z,42.90067,13.23967,2.62,0.05027,10,0.374,0.4047,0.0,0.03019,0.2259,0.2978,8606901
2016-10-21T19:01:08.664000Z,42.867,13.24033,3.63,0.02595,16,0.307,0.3252,0.0,0.0236,0.1989,0.2335,8606961
2016-10-21T19:01:40.840000Z,42.84567,13.238,0.6822,0.08728,10,0.455,0.4733,0.0,0.03119,0.2205,0.3985,8606981
2016-10-21T19:31:51.890000Z,42.807,13.15537,6.233,0.0376,14,0.419,0.4397,0.0,0.02552,0.1968,0.3697,8607071
2016-10-21T20:10:47.140000Z,42.81667,13.2285,3.673,0.03849,12,0.339,0.7764,0.0,0.02652,0.2259,0.253,8607401
2016-10-21T20:17:44.090000Z,42.7535,13.14545,4.064,0.1137,23,0.301,0.4719,0.0,0.01998,0.1571,0.2568,8607481
2016-10-21T20:27:50.880000Z,42.90033,13.2555,2.794,0.03847,13,0.379,0.7362,0.0,0.02801,0.1685,0.3392,8607551
2016-10-21T20:41:28.840000Z,42.888,13.23617,2.797,0.0737,14,0.324,0.2818,0.0,0.02515,0.2001,0.2546,8607681
2016-10-21T21:10:31.690000Z,42.763,13.188,7.15,0.06162,51,0.151,0.1805,0.0,0.01258,0.08569,0.1242,8607881
2016-10-21T21:11:16.640000Z,42.92,13.19167,5.061,0.03494,16,0.279,0.3084,0.0,0.02368,0.1767,0.2163,8607911
2016-10-21T21:20:40.020000Z,42.74,13.15015,4.535,0.06214,12,0.725,0.7722,0.0,0.02735,0.3141,0.653,8608041
2016-10-21T21:22:13.590000Z,42.79467,13.16767,5.976,0.0449,28,0.216,0.2776,0.0,0.01667,0.1205,0.1787,8608021
2016-10-21T21:24:31.560000Z,42.88783,13.14818,4.329,0.04699,18,0.265,0.3091,0.0,0.02231,0.1621,0.2093,8608081
2016-10-21T21:36:57.750000Z,42.803,13.10615,9.083,0.03981,18,0.266,0.3716,0.0,0.02221,0.1751,0.2,8608131
2016-10-21T21:51:42.120000Z,42.92483,13.25167,5.026,0.02884,17,0.294,0.9811,0.0,0.02328,0.1944,0.2202,8608221
2016-10-21T22:07:59.140000Z,42.88517,13.23083,2.227,0.04273,22,0.292,0.2893,0.0,0.02422,0.1912,0.2213,8608351
2016-10-21T22:16:05.155000Z,42.86867,13.23933,3.867,0.02727,15,0.339,0.3363,0.0,0.0242,0.2023,0.2719,8608441
2016-10-21T22:36:24.920000Z,42.81717,13.2695,0.1382,0.05431,19,0.195,0.3532,0.0,0.02104,0.114,0.1586,8608591
2016-10-21T22:42:08.519000Z,42.73317,13.18817,4.472,0.05804,51,0.139,0.1973,0.0,0.01224,0.08504,0.1099,8608651
2016-10-21T22:47:00.793500Z,42.87467,13.06888,3.651,0.05546,23,0.226,0.222,0.0,0.01934,0.1427,0.1757,8608741
2016-10-21T22:50:26.360000Z,42.85933,13.17067,2.909,0.05663,9,0.439,0.4512,0.0,0.0332,0.2143,0.383,8608791
2016-10-21T22:56:04.391000Z,42.8655,13.0779,2.895,0.03395,15,0.272,0.2497,0.0,0.02339,0.1651,0.2166,8608861
